CMSD,24.3687,-0.087,7280998740.0,57,29138.0,12,114,5.0,Missing Data
CNL,3.42,-3.591,233407726.0,18,215.0,5,62,0.0,Missing Data
CNO^A,20.9,0.0,0.0,57,20.0,5,62,0.0,Missing Data
COCHW,0.08,40.845,1619589.0,57,29682.0,6,69,3.0,Missing Data
CODI^A,22.8001,0.885,0.0,57,7639.0,5,62,0.0,Missing Data
CODI^B,23.6,-0.296,0.0,57,10062.0,5,62,0.0,Missing Data
CODI^C,23.6366,-0.436,0.0,57,52494.0,5,62,0.0,Missing Data
COEPW,0.0268,30.097,1101978.0,57,16906.0,6,14,4.0,Missing Data
COF^I,20.36,-0.828,0.0,57,127722.0,5,62,0.0,Missing Data
COF^J,19.38,-1.021,0.0,57,98254.0,5,62,0.0,Missing Data
COF^K,19.26,-1.079,0.0,57,5395.0,5,62,0.0,Missing Data
COF^L,18.3029,-1.914,0.0,57,49275.0,5,62,0.0,Missing Data
COF^N,17.6799,-1.395,0.0,57,45123.0,5,62,0.0,Missing Data
COOT,0.938,-0.117,21784208.0,1,1073.0,2,108,0.0,Missing Data
COOTW,0.015,0.0,348362.0,1,1660.0,2,108,0.0,Missing Data
CORZW,10.4,1.069,2904231450.0,57,198463.0,4,57,0.0,Missing Data
CORZZ,16.28,1.623,4546239231.0,57,40443.0,4,57,0.0,Missing Data
CPTNW,0.0073,0.0,117179.0,57,70.0,1,10,3.0,Missing Data
CPZ,15.8,1.023,310188665.0,57,49958.0,4,146,5.0,Missing Data
CRD/A,11.735,-0.297,0.0,57,39775.0,5,62,0.0,Missing Data
CRD/B,11.0499,-0.72,0.0,57,4897.0,5,62,0.0,Missing Data
CRESW,1.1115,11.15,662848938.0,0,26061.0,4,124,0.0,Missing Data
CREVW,0.0255,0.0,47817.0,26,20.0,1,10,0.0,Missing Data
CREX,2.9,-6.752,30295311.0,57,76976.0,10,47,0.0,Missing Data
CRGOW,0.1575,0.0,7543413.0,28,1.0,1,98,0.0,Missing Data
CRH,102.19,-0.264,69516104685.0,26,1539520.0,7,23,0.0,Missing Data
CRMLW,0.2125,-14.966,19276336.0,6,46138.0,0,84,0.0,Missing Data
CSLRW,0.08,-27.207,5901381.0,57,59045.0,10,133,0.0,Missing Data
CSWCZ,25.7,-0.175,1204582053.0,57,16255.0,4,55,0.0,Missing Data
CTA^A,57.52,0.0,0.0,57,112.0,5,62,0.0,Missing Data
CTA^B,72.5,-0.412,0.0,57,1247.0,5,62,0.0,Missing Data
CTBB,18.045,0.529,18.0,57,77165.0,11,140,8.0,Missing Data
CTCXW,0.051,-15.0,1066176.0,57,1999.0,6,81,3.0,Missing Data
CTDD,18.71,1.135,19.0,57,38751.0,11,140,7.0,Missing Data
CTO^A,23.63,0.0,0.0,57,112.0,5,62,0.0,Missing Data
CUB,10.06,0.003,319591875.0,57,2638.0,7,68,0.0,Missing Data
CUBB,20.5,0.505,642659789.0,57,480.0,4,74,5.0,Missing Data
CUBI^E,25.4246,0.009,0.0,57,990.0,5,62,0.0,Missing Data
CUBI^F,25.28,0.158,0.0,57,6670.0,5,62,0.0,Missing Data
CUBWU,10.4295,0.0,0.0,57,1.0,4,20,0.0,Missing Data
CUBWW,0.07,0.0,0.0,57,14.0,5,62,0.0,Missing Data
CURIW,0.026,4.839,1442459.0,57,126.0,1,92,4.0,Missing Data
CURR,1.65,-2.941,76771198.0,46,7123.0,1,26,0.0,Missing Data
CVV,3.3,0.304,22710065.0,57,12030.0,10,68,0.0,Missing Data
CVX,162.47,0.16,291973427573.0,57,2805107.0,3,70,0.0,Missing Data
